property_area,house_age,house_style,neighborhood,overall_quality,overall_condition,spaciousness,liv_lot_ratio,remodel_age,bath_area,bsmt_area,garage_area,garage_age,has_2ndfloor,has_porch,has_pool,has_multiple_kitchen,sale_price
1879,86,2Story,Gilbert,6,7,200.0,0.0,15,2.5,549,270,85.0,1,1,0,0,154136
4785,9,1Story,CollgCr,9,5,224.0,0.0,2,3.0,1658,1059,0.0,0,1,0,0,333250
2090,33,1Story,CollgCr,5,5,146.0,0.0,2,2.0,1127,592,13.0,0,1,0,0,155318
3005,14,1Story,CollgCr,7,5,236.0,0.0,13,2.5,1895,557,2.0,0,1,0,0,212360
1678,31,1Story,Mitchel,5,5,174.0,0.0,35,1.0,798,617,50.0,0,0,0,0,104155
2294,38,1Story,NAmes,5,5,176.0,0.0,38,2.0,795,650,30.0,0,1,0,0,148089
2458,17,2Story,Gilbert,6,5,234.0,0.0,12,2.5,541,509,10.0,1,1,0,0,187565
2435,53,1Story,Mitchel,5,5,190.0,0.0,9,2.0,1733,559,51.0,0,1,0,0,143787
2198,85,1.5Fin,Crawfor,6,6,235.0,0.0,58,1.5,747,253,101.0,1,1,0,0,153386
1875,93,2Story,OldTown,7,9,241.0,0.0,1,2.0,767,266,86.0,1,1,0,0,113760
1741,54,1Story,NAmes,5,7,166.0,0.0,57,2.0,715,283,52.0,0,1,0,0,96462
4600,102,2Story,Crawfor,7,9,257.0,0.0,13,3.5,763,845,75.0,1,1,0,0,273600
2332,53,2Story,NWAmes,6,6,290.0,0.0,39,2.5,812,675,46.0,1,1,0,0,165698
1812,13,2Story,Gilbert,6,5,229.0,0.0,19,2.5,769,369,14.0,1,1,0,0,146330
2228,71,2Story,SWISU,7,8,169.0,1.0,5,1.5,730,217,84.0,1,1,0,0,162439
1640,43,1Story,NAmes,6,6,207.0,0.0,46,2.0,1171,623,50.0,0,1,0,0,129536
2759,1,2Story,Gilbert,6,5,235.0,0.0,4,2.5,385,499,7.0,1,1,0,0,155654
2705,4,2Story,CollgCr,7,5,213.0,0.0,5,2.5,979,675,17.0,1,1,0,0,244066
1991,50,1Story,NAmes,5,5,186.0,0.0,54,2.0,723,329,46.0,0,1,0,0,137866
1602,98,1.5Fin,OldTown,5,7,195.0,0.0,58,1.0,801,278,57.0,0,1,0,0,125653
2950,34,1Story,NAmes,5,5,198.0,0.0,38,2.0,986,559,44.0,0,1,0,0,114703
3532,8,1Story,NridgHt,8,5,254.0,0.0,2,3.0,1276,658,0.0,0,1,0,0,353149
2262,32,1Story,CollgCr,5,5,197.0,0.0,27,2.0,829,505,29.0,0,1,0,0,151673
2178,82,2Story,OldTown,6,8,246.0,0.0,14,2.5,906,242,93.0,1,1,0,0,152319
1287,49,1Story,NAmes,5,5,167.0,0.0,26,2.0,734,363,43.0,0,1,0,0,132237
2670,4,1Story,Timber,8,5,271.0,0.0,2,3.0,1803,926,2.0,0,1,0,0,281667
4171,7,1Story,NoRidge,9,5,263.0,0.0,18,3.0,2040,601,14.0,0,1,0,0,344832
3775,53,2Story,NWAmes,7,5,234.0,0.0,3,2.5,537,433,40.0,1,1,0,0,176517
1749,47,2Story,NAmes,6,6,210.0,0.0,32,2.5,827,281,48.0,1,1,0,0,187795
2134,108,2Story,OldTown,6,8,237.0,0.0,11,2.5,844,483,77.0,1,1,0,0,148111
3145,46,1Story,NAmes,6,5,237.0,0.0,13,2.5,1316,452,44.0,0,1,0,0,152219
1454,55,1Story,NAmes,5,5,215.0,0.0,57,1.0,918,326,35.0,0,0,0,0,112919
3069,1,1Story,CollgCr,7,5,235.0,0.0,3,2.0,1136,568,3.0,0,1,0,0,266160
2750,5,1Story,CollgCr,7,5,251.0,0.0,1,2.0,1119,897,5.0,0,1,0,0,231139
2511,59,1Story,NAmes,5,6,210.0,0.0,58,2.0,693,276,42.0,0,1,0,0,132389
3126,99,2Story,Crawfor,7,7,256.0,0.0,19,2.5,803,473,73.0,1,1,0,0,162871
2751,55,1.5Fin,Crawfor,6,7,215.0,0.0,54,1.5,676,530,40.0,1,1,0,0,190857
1975,44,1Story,CollgCr,5,5,193.0,0.0,4,2.0,1443,488,23.0,0,1,0,0,167033
3604,31,1Story,NWAmes,7,5,337.0,0.0,7,2.5,1388,518,42.0,0,1,0,0,275139
1460,50,1Story,NAmes,5,5,169.0,0.0,54,1.0,853,244,41.0,0,1,0,0,123395
2043,51,1Story,NAmes,5,5,153.0,0.0,33,1.0,852,358,32.0,0,1,0,0,96338
2923,18,2Story,Crawfor,7,5,358.0,0.0,18,3.0,1456,340,28.0,1,1,0,0,214065
2975,5,1Story,NridgHt,8,5,266.0,0.0,4,3.0,1351,720,0.0,0,1,0,0,273931
2827,60,2Story,NAmes,6,5,204.0,0.0,55,2.0,1016,530,40.0,1,1,0,0,129026
2181,47,1Story,NAmes,5,6,156.0,0.0,52,2.0,1013,277,46.0,0,1,0,0,111352
1047,92,1Story,OldTown,5,7,177.0,0.0,14,1.0,989,490,19.0,0,1,0,0,120960
3131,15,2Story,Gilbert,6,5,276.0,0.0,19,2.5,926,451,2.0,1,1,0,0,148847
3374,28,1Story,CollgCr,7,5,203.0,0.0,41,2.0,1527,543,26.0,0,1,0,0,193953
1221,49,1Story,CollgCr,5,5,160.0,0.0,40,2.0,1043,545,17.0,0,1,0,0,115774
3162,0,1Story,NridgHt,8,5,215.0,0.0,3,3.0,1829,889,0.0,0,1,0,0,259618
1336,48,1Story,NAmes,5,5,127.0,0.0,56,1.0,686,184,49.0,0,1,0,0,111217
1710,39,1Story,NAmes,5,6,194.0,0.0,49,1.0,776,264,49.0,0,1,0,0,122834
2753,3,2Story,Somerst,7,5,238.0,0.0,3,2.5,1374,590,0.0,1,1,0,0,199740
4249,88,1.5Fin,OldTown,6,6,200.0,0.0,53,2.0,757,494,49.0,1,1,0,0,193125
2699,18,1Story,CollgCr,7,5,236.0,0.0,6,3.0,1674,482,5.0,0,1,0,0,275581
2319,28,1Story,NAmes,6,5,190.0,0.0,34,2.0,850,363,39.0,0,1,0,0,117016
2461,16,1Story,SawyerW,6,5,273.0,0.0,14,2.0,725,471,23.0,1,1,0,0,173732
2181,7,2Story,CollgCr,7,5,245.0,0.0,2,2.5,867,520,1.0,1,1,0,0,212593
2207,49,1Story,NAmes,6,5,191.0,0.0,19,2.0,838,613,55.0,0,1,0,0,125601
2622,11,2Story,Gilbert,6,5,264.0,0.0,-1,2.5,541,363,14.0,1,1,0,0,159190
2465,22,1Story,NAmes,5,5,187.0,0.0,16,2.0,1646,473,23.0,0,1,0,0,190177
1969,61,1.5Fin,NAmes,5,7,230.0,0.0,57,2.0,660,268,63.0,1,1,0,0,140621
3090,5,1Story,Blmngtn,7,5,221.0,0.0,0,2.0,1196,883,0.0,0,1,0,0,236988
3119,32,1Story,NAmes,5,5,209.0,0.0,39,2.0,859,370,29.0,0,1,0,0,120101
2000,34,1Story,Mitchel,5,5,182.0,0.0,33,2.0,920,510,31.0,0,0,0,0,124318
2879,95,1.5Fin,OldTown,6,7,247.0,0.0,50,1.0,953,200,88.0,1,1,0,0,121116
1911,37,1Story,Sawyer,5,5,204.0,0.0,35,2.0,838,478,31.0,0,1,0,0,112934
4177,8,2Story,SawyerW,7,5,304.0,0.0,7,3.5,641,517,10.0,1,1,0,0,230560
2746,87,2Story,OldTown,7,5,284.0,0.0,6,2.5,755,472,16.0,1,1,0,0,160175
2662,29,1Story,NWAmes,5,6,183.0,0.0,29,2.0,1132,534,27.0,0,1,0,0,139893
2881,42,1Story,NWAmes,6,5,239.0,0.0,24,2.0,1183,519,27.0,0,1,0,0,146009
3389,2,1Story,CollgCr,7,5,258.0,0.0,2,2.5,1128,617,10.0,0,1,0,0,212336
2179,102,1Story,OldTown,5,7,182.0,0.0,60,1.0,552,186,74.0,0,1,0,0,106994
1916,49,SLvl,Gilbert,6,5,232.0,0.0,7,2.5,894,498,11.0,1,1,0,0,155953
956,97,1Story,Edwards,4,5,167.0,0.0,52,1.0,852,8,58.0,0,0,0,0,75588
1730,68,2Story,Edwards,5,6,185.0,0.0,52,2.0,696,10,27.0,1,1,0,0,121031
2051,43,1Story,Edwards,5,5,164.0,0.0,5,2.0,1008,419,30.0,0,1,0,0,118474
3077,6,2Story,CollgCr,7,5,257.0,0.0,2,2.5,1680,521,8.0,1,1,0,0,268849
1665,20,1Story,Edwards,5,5,177.0,0.0,18,2.0,671,572,19.0,0,1,0,0,120194
1826,35,1Story,Mitchel,5,5,174.0,0.0,5,2.0,862,518,31.0,0,1,0,0,134084
4070,10,1Story,NoRidge,9,5,308.0,0.0,18,3.0,1555,849,6.0,0,1,0,0,474118
1860,36,1Story,NAmes,5,6,206.0,0.0,60,1.0,712,244,40.0,0,1,0,0,104548
2830,51,1Story,NAmes,5,5,170.0,0.0,52,2.0,946,404,54.0,0,1,0,0,200928
3250,5,1Story,Timber,7,5,268.0,0.0,1,2.0,1601,645,2.0,0,1,0,0,249611
2165,59,1.5Fin,IDOTRR,5,6,157.0,0.0,50,1.0,590,278,60.0,1,1,0,0,101421
3485,5,1Story,Somerst,7,5,224.0,0.0,4,2.0,1603,503,2.0,0,1,0,0,185792
3751,10,2Story,CollgCr,7,5,272.0,0.0,3,2.5,1131,458,14.0,1,1,0,0,191493
1359,36,1Story,Mitchel,5,5,181.0,0.0,46,2.0,847,601,31.0,0,1,0,0,115368
1760,58,1Story,NAmes,5,5,209.0,0.0,60,2.0,818,246,32.0,0,1,0,0,137588
1332,54,1Story,NAmes,5,5,196.0,0.0,60,1.0,894,321,42.0,0,1,0,0,80366
2993,35,1Story,Mitchel,6,5,254.0,0.0,31,2.0,1579,353,24.0,0,1,0,0,144617
2909,9,2Story,CollgCr,7,5,241.0,0.0,4,2.5,844,473,8.0,1,1,0,0,228915
3305,6,2Story,CollgCr,8,5,319.0,0.0,11,2.5,1102,481,16.0,1,1,0,0,328744
2403,57,1Story,NAmes,5,5,202.0,0.0,7,2.0,735,485,51.0,0,1,0,0,170935
2241,8,2Story,SawyerW,6,5,217.0,0.0,16,2.5,742,473,19.0,1,1,0,0,199627
3231,3,1Story,Somerst,7,5,230.0,0.0,-1,3.0,1393,528,0.0,0,1,0,0,173167
1322,49,1Story,NAmes,5,5,165.0,0.0,48,1.0,738,286,47.0,0,0,0,0,58654
1949,77,1.5Fin,NAmes,5,6,156.0,0.0,57,1.0,838,281,42.0,1,1,0,0,119062
1398,53,1Story,NAmes,5,5,182.0,0.0,60,1.0,880,265,49.0,0,0,0,0,90605
1685,51,1Story,NAmes,5,6,189.0,0.0,51,1.0,751,350,45.0,0,1,0,0,107324
2461,9,1Story,CollgCr,7,5,245.0,0.0,12,3.0,1769,446,8.0,0,1,0,0,219129
2018,32,1Story,Sawyer,5,5,181.0,0.0,39,2.0,917,419,27.0,0,1,0,0,121060
2103,97,1.5Fin,OldTown,5,7,172.0,0.0,2,1.0,715,549,63.0,1,1,0,0,99789
3912,10,1Story,NridgHt,8,5,245.0,0.0,0,3.0,1635,688,0.0,0,1,0,0,319887
1957,46,1Story,NAmes,5,5,164.0,0.0,40,2.0,734,515,31.0,0,1,0,0,111328
1651,62,1Story,NAmes,5,5,204.0,0.0,58,1.0,822,332,58.0,0,0,0,0,150529
1905,43,1Story,NAmes,5,5,165.0,0.0,60,1.0,892,245,45.0,0,0,0,0,108574
2002,33,1Story,NAmes,6,5,179.0,0.0,34,2.0,1134,486,32.0,0,1,0,0,159200
1591,50,1Story,NAmes,5,6,165.0,0.0,56,1.0,981,257,51.0,0,0,0,0,117100
1607,51,1Story,NAmes,5,5,180.0,0.0,60,1.0,852,194,44.0,0,0,0,0,70372
2827,41,SLvl,NWAmes,6,5,224.0,0.0,38,2.5,917,497,52.0,0,1,0,0,164585
2038,54,2Story,NAmes,6,5,256.0,0.0,7,2.5,859,426,11.0,1,1,0,0,165836
2109,81,2Story,BrkSide,6,8,236.0,0.0,13,1.5,503,203,80.0,1,1,0,0,119349
1602,35,1Story,NAmes,5,6,162.0,0.0,41,2.0,658,359,48.0,0,0,0,0,136073
4474,4,2Story,Somerst,7,5,218.0,0.0,-1,3.5,784,442,3.0,1,1,0,0,306622
1865,2,1Story,CollgCr,5,5,198.0,0.0,1,2.0,944,544,10.0,0,1,0,0,139043
1719,87,1.5Fin,OldTown,5,4,171.0,0.0,51,2.0,756,0,46.0,1,1,0,0,107647
3988,13,2Story,NoRidge,8,5,321.0,0.0,10,3.5,891,800,16.0,1,1,0,0,288845
2441,4,1Story,CollgCr,7,5,311.0,0.0,2,2.0,1025,532,11.0,0,1,0,0,133019
2100,38,1Story,NAmes,5,5,205.0,0.0,46,2.0,807,287,28.0,0,0,0,0,130067
3338,1,1Story,NridgHt,8,5,250.0,0.0,2,3.0,2135,758,0.0,0,1,0,0,349832
1930,89,2Story,OldTown,7,8,320.0,0.0,12,2.5,704,602,11.0,1,1,0,0,172860
1826,29,1Story,NAmes,6,5,197.0,0.0,30,2.0,1802,596,43.0,0,1,0,0,135087
2413,92,2Story,Crawfor,6,8,234.0,0.0,11,2.0,1068,452,27.0,1,1,0,0,116948
1992,64,1Story,NAmes,5,5,163.0,0.0,56,1.0,887,267,47.0,0,0,0,0,96833
4135,13,1Story,Timber,8,5,245.0,0.0,2,3.0,1783,907,3.0,0,1,0,0,283350
1471,72,1.5Fin,SWISU,6,6,167.0,0.0,52,2.0,688,218,74.0,1,1,0,0,144696
2078,51,2Story,OldTown,5,7,190.0,0.0,4,2.0,711,287,31.0,1,1,0,0,136082
2749,11,2Story,Gilbert,6,5,208.0,0.0,1,2.5,863,468,1.0,0,1,0,0,178402
2635,36,2Story,NWAmes,6,5,230.0,0.0,38,2.5,1195,428,32.0,1,1,0,0,228813
1719,52,1Story,NAmes,5,5,222.0,0.0,23,2.0,869,606,31.0,0,1,0,0,160985
3197,10,2Story,Gilbert,7,5,355.0,0.0,15,2.5,658,501,13.0,1,1,0,0,172905
1565,41,1Story,NAmes,5,6,146.0,0.0,23,1.0,822,396,46.0,0,1,0,0,111587
2860,35,1Story,NWAmes,6,5,221.0,0.0,25,2.0,1511,561,28.0,0,1,0,0,158713
3306,10,2Story,Gilbert,6,5,326.0,0.0,10,2.5,683,423,9.0,1,1,0,0,185548
1473,56,1Story,NAmes,5,5,151.0,0.0,54,1.0,895,218,35.0,0,0,0,0,101194
2311,41,2Story,NWAmes,6,5,314.0,0.0,34,2.5,946,512,36.0,1,1,0,0,230426
3736,7,1Story,NridgHt,8,5,263.0,0.0,0,3.0,1752,962,0.0,0,1,0,0,279341
2053,51,2Story,OldTown,7,5,309.0,1.0,21,2.5,749,583,7.0,1,1,0,0,149681
2924,16,1Story,SawyerW,6,5,268.0,0.0,11,2.0,1781,577,13.0,0,1,0,0,260675
4190,10,2Story,CollgCr,7,5,295.0,0.0,13,2.5,781,455,19.0,1,1,0,0,195177
1628,36,SFoyer,Sawyer,5,5,150.0,0.0,33,2.0,725,516,30.0,0,1,0,0,135067
2505,109,1.5Fin,OldTown,6,7,275.0,0.0,7,2.0,1376,793,45.0,1,1,0,0,123851
2687,4,1Story,CollgCr,7,5,209.0,0.0,1,2.0,1208,549,0.0,0,1,0,0,135484
2335,11,1Story,CollgCr,7,5,223.0,0.0,0,2.5,733,423,0.0,0,1,0,0,168714
3314,9,1Story,NridgHt,8,5,239.0,0.0,-1,3.0,1710,769,4.0,0,1,0,0,253282
1679,27,SFoyer,NPkVill,6,5,216.0,0.0,39,2.0,796,479,27.0,0,1,0,0,119343
3070,19,1Story,SawyerW,6,5,320.0,0.0,11,2.0,1561,480,17.0,0,1,0,0,190277
3966,68,2Story,Crawfor,7,5,258.0,0.0,-1,3.5,1514,547,9.0,1,1,0,0,286193
2395,81,1Story,BrkSide,5,7,181.0,0.0,53,1.0,644,238,74.0,0,1,0,0,106950
4028,6,1Story,Timber,8,5,244.0,0.0,0,3.0,1656,813,2.0,0,1,0,0,237713
3905,6,1Story,CollgCr,7,5,225.0,0.0,1,3.0,1665,842,5.0,0,1,0,0,242498
1487,40,1Story,Mitchel,5,5,151.0,0.0,15,2.0,1065,519,14.0,0,1,0,0,148649
2168,62,1Story,NAmes,5,5,136.0,0.0,58,1.0,676,290,60.0,0,0,0,0,91132
3575,0,1Story,NridgHt,8,5,277.0,0.0,0,3.0,1581,804,3.0,0,1,0,0,210848
2086,49,2Story,BrDale,6,6,190.0,0.0,36,1.5,608,248,51.0,1,1,0,0,94412
1787,32,1Story,NAmes,5,5,237.0,0.0,55,2.0,717,277,33.0,0,1,0,0,103781
3316,43,1Story,NAmes,5,5,185.0,0.0,38,2.0,790,0,33.0,0,1,0,0,113424
2218,42,1Story,NAmes,5,5,164.0,0.0,34,2.0,950,537,44.0,0,1,0,0,164335
2995,29,2Story,NWAmes,7,5,341.0,0.0,4,2.5,1643,461,0.0,1,1,0,0,155781
3279,2,2Story,SawyerW,7,5,316.0,0.0,13,3.5,780,393,6.0,1,1,0,0,231633
2884,45,2Story,NWAmes,7,5,302.0,0.0,9,2.5,752,538,39.0,1,1,0,0,241480
1521,58,1Story,NAmes,5,5,166.0,0.0,57,1.0,957,254,56.0,0,1,0,0,78759
3514,4,1Story,NridgHt,8,5,276.0,0.0,2,3.0,1516,812,0.0,0,1,0,0,329607
2981,36,2Story,Somerst,6,5,168.0,1.0,30,2.5,705,599,30.0,1,1,0,0,157574
2384,88,2Story,OldTown,6,6,248.0,0.0,53,2.0,575,547,43.0,1,1,0,0,120459
2973,12,1Story,CollgCr,7,5,210.0,0.0,2,2.0,1279,531,18.0,0,1,0,0,126850
2592,12,2Story,Gilbert,7,5,284.0,0.0,11,2.5,567,432,4.0,1,1,0,0,236684
3411,0,1Story,NridgHt,8,5,242.0,0.0,2,3.0,1868,1075,0.0,0,1,0,0,223137
2147,36,1Story,NAmes,5,5,206.0,0.0,31,2.0,701,538,51.0,0,1,0,0,122463
3715,0,1Story,Somerst,8,5,253.0,0.0,-1,2.0,2067,865,4.0,0,1,0,0,209295
1659,94,1.5Fin,OldTown,5,6,176.0,0.0,52,1.5,585,303,65.0,1,1,0,0,147978
3793,6,1Story,NridgHt,8,5,257.0,0.0,-1,3.0,1813,874,0.0,0,1,0,0,320097
1942,77,1Story,Edwards,6,7,190.0,0.0,1,2.0,864,371,51.0,0,1,0,0,133389
1431,91,1Story,OldTown,4,5,196.0,0.0,60,1.0,639,302,55.0,0,0,0,0,80061
1633,105,1.5Fin,OldTown,5,7,147.0,0.0,57,1.0,497,197,62.0,1,1,0,0,124991
1727,67,1.5Fin,IDOTRR,5,6,181.0,0.0,57,1.0,608,226,77.0,0,1,0,0,118956
2803,9,1Story,CollgCr,7,5,251.0,0.0,4,2.0,1449,491,8.0,0,1,0,0,160390
2448,7,2Story,CollgCr,6,5,227.0,0.0,7,2.5,825,623,24.0,1,1,0,0,212413
2015,51,1Story,CollgCr,5,5,190.0,0.0,28,2.0,971,429,41.0,0,1,0,0,162445
1275,72,1Story,OldTown,5,7,166.0,0.0,58,1.0,896,326,90.0,0,1,0,0,101107
2227,51,1Story,NAmes,5,5,194.0,0.0,39,2.0,962,20,29.0,0,0,0,0,135663
3076,0,2Story,Somerst,8,5,249.0,0.0,2,3.5,1792,522,2.0,1,1,0,0,247183
1840,61,1Story,NAmes,5,5,179.0,0.0,42,1.0,1022,0,29.0,0,0,0,0,138412
2677,9,1Story,CollgCr,5,5,134.0,0.0,1,2.0,1092,550,16.0,0,1,0,0,148488
3028,45,1Story,CollgCr,7,5,220.0,0.0,5,2.0,1327,481,14.0,0,1,0,0,241220
1560,72,2Story,OldTown,5,5,173.0,0.0,-1,2.0,578,42,,1,1,0,0,143417
2305,11,1Story,CollgCr,7,5,222.0,0.0,3,3.0,1850,660,2.0,0,1,0,0,260496
2459,51,1Story,NAmes,6,5,249.0,0.0,35,3.0,1783,578,46.0,0,1,0,0,130744
3624,0,1Story,NridgHt,8,5,252.0,0.0,-1,3.0,1620,872,7.0,0,1,0,0,244885
1322,37,SFoyer,NPkVill,6,5,163.0,0.0,26,2.0,790,418,30.0,0,1,0,0,172001
3513,17,2Story,CollgCr,9,5,321.0,0.0,6,3.5,1711,825,7.0,1,1,0,0,377881
3263,13,1Story,CollgCr,8,5,304.0,0.0,13,3.0,1643,564,2.0,0,1,0,0,283198
3009,0,1Story,CollgCr,7,5,246.0,0.0,2,2.0,1693,559,0.0,0,1,0,0,210087
2772,24,1Story,Mitchel,6,5,201.0,0.0,34,2.0,1571,594,38.0,0,1,0,0,172241
2758,5,1Story,NridgHt,9,5,226.0,0.0,-1,3.0,1457,775,5.0,0,1,0,0,418951
2139,37,1Story,NAmes,5,5,189.0,0.0,41,2.0,1083,490,37.0,0,1,0,0,147009
4330,15,2Story,Crawfor,7,5,323.0,0.0,12,3.0,1581,679,24.0,1,1,0,0,258180
2280,93,2Story,Edwards,7,5,264.0,0.0,4,2.5,920,287,13.0,1,1,0,0,175062
1912,59,1Story,NAmes,5,5,189.0,0.0,53,1.0,888,267,83.0,0,0,0,0,77408
2947,40,2Story,NWAmes,6,5,376.0,0.0,23,2.5,1595,589,27.0,1,1,0,0,154430
1633,88,1.5Fin,OldTown,5,7,165.0,0.0,60,1.0,675,282,100.0,1,1,0,0,117895
1573,44,1Story,Edwards,5,5,179.0,0.0,59,2.0,841,11,36.0,0,1,0,0,104005
2901,53,1Story,NAmes,6,6,280.0,0.0,55,2.0,664,527,51.0,0,1,0,0,114596
2678,10,1Story,CollgCr,5,5,192.0,0.0,13,2.0,1214,600,14.0,0,1,0,0,169027
2453,5,1Story,Mitchel,7,5,209.0,0.0,-1,2.0,1705,635,31.0,0,1,0,0,241372
1725,81,2Story,Gilbert,6,5,210.0,0.0,7,2.5,485,480,4.0,1,1,0,0,134536
3391,5,1Story,CollgCr,7,5,226.0,0.0,3,3.0,1732,927,4.0,0,1,0,0,260139
1700,37,2Story,NAmes,6,6,207.0,0.0,40,2.5,702,351,32.0,1,1,0,0,148967
2014,44,1Story,NAmes,5,6,194.0,0.0,32,1.5,742,245,50.0,0,1,0,0,119783
3503,18,1Story,Timber,8,5,277.0,0.0,12,3.0,1589,446,18.0,0,1,0,0,218328
1815,53,1Story,CollgCr,5,5,190.0,0.0,6,2.0,916,500,9.0,0,1,0,0,158240
3575,95,1.5Fin,OldTown,6,6,248.0,0.0,59,2.0,725,279,81.0,1,1,0,0,165937
3823,42,1Story,Mitchel,6,5,190.0,0.0,8,2.0,1549,550,15.0,0,1,0,0,185096
2140,80,2Story,OldTown,7,8,274.0,0.0,4,1.5,849,204,67.0,1,1,0,0,142890
1618,12,1Story,CollgCr,6,5,203.0,0.0,8,2.0,1026,497,18.0,0,1,0,0,73276
2685,4,1Story,Somerst,8,5,278.0,0.0,-1,3.0,1592,853,0.0,0,1,0,0,335584
2401,52,1.5Fin,NAmes,5,6,206.0,0.0,60,2.0,1261,240,41.0,1,1,0,0,144744
2432,53,1Story,NAmes,5,5,180.0,0.0,56,2.0,1608,256,47.0,0,1,0,0,124207
1647,88,1Story,OldTown,4,5,192.0,0.0,50,1.0,727,262,44.0,0,1,0,0,118412
3011,45,1Story,NAmes,5,5,231.0,0.0,47,2.0,1313,437,44.0,0,1,0,0,168960
3083,101,1.5Fin,Crawfor,6,7,250.0,0.0,14,2.0,668,287,81.0,1,1,0,0,154171
2102,54,1Story,NAmes,5,7,167.0,0.0,56,1.0,778,305,55.0,0,1,0,0,165568
2727,36,2Story,CollgCr,6,5,318.0,0.0,7,2.5,820,478,14.0,1,1,0,0,142601
3788,34,1Story,Mitchel,5,5,210.0,0.0,37,2.0,1448,511,53.0,0,1,0,0,169038
1686,45,1Story,Edwards,5,5,163.0,0.0,29,2.0,821,530,35.0,0,1,0,0,145372
1699,84,1Story,OldTown,6,7,164.0,0.0,8,1.0,677,299,49.0,0,1,0,0,133687
2167,8,2Story,Gilbert,7,5,236.0,0.0,9,3.5,734,455,2.0,1,1,0,0,197221
1964,73,1Story,NAmes,5,7,209.0,0.0,12,2.0,1370,302,48.0,0,1,0,0,148727
1724,50,1Story,NAmes,6,5,188.0,0.0,37,2.0,886,597,41.0,0,1,0,0,156153
2762,11,2Story,Gilbert,7,5,287.0,0.0,3,2.5,752,540,5.0,1,1,0,0,159104
3164,34,1Story,Timber,7,5,302.0,0.0,9,2.0,1927,677,15.0,0,1,0,0,184755
1060,46,1Story,NAmes,5,5,162.0,0.0,-1,2.0,893,281,47.0,0,1,0,0,112438
1906,23,1Story,Mitchel,5,5,196.0,0.0,29,2.0,836,551,31.0,0,1,0,0,165527
2782,50,2Story,NAmes,6,7,241.0,0.0,59,1.5,764,224,37.0,1,1,0,0,135307
2663,2,1Story,Somerst,7,5,237.0,0.0,1,2.0,1396,547,2.0,0,1,0,0,219207
2169,47,1Story,NAmes,5,5,173.0,0.0,60,1.0,829,308,37.0,0,1,0,0,113123
3913,2,1Story,NridgHt,8,5,220.0,0.0,-1,3.0,1695,1074,0.0,0,1,0,0,224633
3331,68,2Story,Crawfor,7,8,255.0,0.0,10,3.5,828,463,31.0,1,1,0,0,357219
3096,7,1Story,CollgCr,7,5,254.0,0.0,3,2.0,1319,508,12.0,0,1,0,0,203636
2668,13,1Story,CollgCr,7,5,235.0,0.0,8,2.5,1965,446,22.0,0,1,0,0,256148
1404,48,2Story,NAmes,6,5,167.0,0.0,41,1.5,637,195,48.0,1,1,0,0,113880
1735,42,2Story,BrDale,6,6,194.0,1.0,30,1.5,554,309,42.0,1,1,0,0,185501
3233,10,2Story,Gilbert,7,5,270.0,0.0,5,2.5,912,467,1.0,1,1,0,0,185763
2509,7,1Story,CollgCr,7,5,210.0,0.0,13,2.0,931,590,5.0,0,1,0,0,154285
3843,3,2Story,Timber,8,5,272.0,0.0,2,2.5,1358,533,14.0,1,1,0,0,248215
2139,68,2Story,BrDale,6,7,187.0,0.0,2,1.5,741,320,73.0,1,1,0,0,147802
3916,7,2Story,NridgHt,8,5,235.0,0.0,3,3.5,1257,661,0.0,1,1,0,0,275624
2537,13,1Story,CollgCr,5,5,200.0,0.0,6,2.0,821,480,11.0,0,1,0,0,159347
2056,80,1.5Fin,OldTown,6,7,205.0,0.0,53,2.0,732,173,74.0,1,1,0,0,125654
1589,40,1Story,NAmes,5,6,180.0,0.0,55,1.0,721,238,56.0,0,1,0,0,157178
1476,56,1Story,Edwards,5,5,158.0,0.0,7,2.0,809,299,39.0,0,1,0,0,101464
2024,60,1Story,NAmes,5,5,212.0,0.0,30,2.0,742,590,35.0,0,1,0,0,124604
3929,4,1Story,NridgHt,8,5,232.0,0.0,1,3.0,1599,604,0.0,0,1,0,0,308898
1960,88,1.5Fin,Edwards,6,7,256.0,0.0,3,2.0,848,519,71.0,1,1,0,0,121213
3132,5,2Story,Somerst,7,5,276.0,0.0,2,2.5,1159,501,0.0,1,1,0,0,256264
2696,3,1Story,CollgCr,7,5,249.0,0.0,1,2.0,1175,582,5.0,0,1,0,0,213684
2275,37,1Story,NAmes,5,5,169.0,0.0,36,2.0,885,586,36.0,0,1,0,0,161024
3235,43,2Story,SawyerW,6,5,244.0,0.0,11,2.5,910,510,46.0,1,1,0,0,220684
2481,78,2Story,SWISU,7,8,180.0,1.0,7,1.5,691,236,28.0,1,1,0,0,147291
2804,6,1Story,CollgCr,7,5,195.0,0.0,2,2.0,1515,444,3.0,0,1,0,0,148318
1529,49,1Story,NAmes,5,5,169.0,0.0,34,2.0,951,293,52.0,0,1,0,0,86598
1833,66,1Story,Edwards,4,5,177.0,0.0,55,1.0,851,0,,0,0,0,0,88544
2072,57,1.5Fin,NAmes,5,6,156.0,0.0,58,1.5,717,303,47.0,1,1,0,0,125247
1999,33,1Story,CollgCr,6,5,194.0,0.0,-1,2.0,831,447,3.0,0,1,0,0,127545
1255,52,1Story,NAmes,4,6,176.0,0.0,38,1.0,726,272,44.0,0,0,0,0,69801
